,label,int_label,img_name
5373,River,1,River_2345.jpg
21152,Residential,8,Residential_1466.jpg
8254,AnnualCrop,3,AnnualCrop_558.jpg
18866,Industrial,7,Industrial_2050.jpg
21605,Residential,8,Residential_17.jpg
24831,PermanentCrop,9,PermanentCrop_1602.jpg
22854,PermanentCrop,9,PermanentCrop_1554.jpg
2644,Forest,0,Forest_116.jpg
22009,Residential,8,Residential_264.jpg
9100,AnnualCrop,3,AnnualCrop_1459.jpg
14851,HerbaceousVegetation,5,HerbaceousVegetation_90.jpg
1835,Forest,0,Forest_2406.jpg
9026,AnnualCrop,3,AnnualCrop_1267.jpg
15304,HerbaceousVegetation,5,HerbaceousVegetation_260.jpg
227,Forest,0,Forest_2525.jpg
14815,HerbaceousVegetation,5,HerbaceousVegetation_1260.jpg
10859,AnnualCrop,3,AnnualCrop_1746.jpg
143,Forest,0,Forest_326.jpg
1724,Forest,0,Forest_2003.jpg
2924,Forest,0,Forest_1368.jpg
7099,Highway,2,Highway_1116.jpg
16696,HerbaceousVegetation,5,HerbaceousVegetation_2739.jpg
15150,HerbaceousVegetation,5,HerbaceousVegetation_1702.jpg
2306,Forest,0,Forest_2249.jpg
10658,AnnualCrop,3,AnnualCrop_352.jpg
26106,Pasture,10,Pasture_790.jpg
25121,Pasture,10,Pasture_1213.jpg
1213,Forest,0,Forest_746.jpg
26733,Pasture,10,Pasture_1219.jpg
9041,AnnualCrop,3,AnnualCrop_2236.jpg
18847,Industrial,7,Industrial_64.jpg
19292,Industrial,7,Industrial_877.jpg
26740,Pasture,10,Pasture_527.jpg
25430,Pasture,10,Pasture_1606.jpg
983,Forest,0,Forest_353.jpg
10902,AnnualCrop,3,AnnualCrop_754.jpg
16717,HerbaceousVegetation,5,HerbaceousVegetation_2937.jpg
6513,Highway,2,Highway_2172.jpg
13771,SeaLake,4,SeaLake_2294.jpg
941,Forest,0,Forest_806.jpg
20745,Residential,8,Residential_2405.jpg
17021,Industrial,7,Industrial_299.jpg
1452,Forest,0,Forest_1114.jpg
6773,Highway,2,Highway_2372.jpg
21028,Residential,8,Residential_625.jpg
3396,River,1,River_134.jpg
9741,AnnualCrop,3,AnnualCrop_719.jpg
22522,PermanentCrop,9,PermanentCrop_1397.jpg
23370,PermanentCrop,9,PermanentCrop_614.jpg
25762,Pasture,10,Pasture_401.jpg
4441,River,1,River_986.jpg
481,Forest,0,Forest_2864.jpg
4465,River,1,River_774.jpg
7218,Highway,2,Highway_1895.jpg
10523,AnnualCrop,3,AnnualCrop_2062.jpg
25684,Pasture,10,Pasture_1918.jpg
10618,AnnualCrop,3,AnnualCrop_1341.jpg
7073,Highway,2,Highway_1674.jpg
25316,Pasture,10,Pasture_1177.jpg
24066,PermanentCrop,9,PermanentCrop_2157.jpg
20130,Residential,8,Residential_1391.jpg
26926,Pasture,10,Pasture_1430.jpg
14749,HerbaceousVegetation,5,HerbaceousVegetation_2812.jpg
879,Forest,0,Forest_1893.jpg
17831,Industrial,7,Industrial_1190.jpg
26565,Pasture,10,Pasture_1811.jpg
20776,Residential,8,Residential_2174.jpg
17035,Industrial,7,Industrial_1457.jpg
21898,Residential,8,Residential_2859.jpg
11944,SeaLake,4,SeaLake_1444.jpg
10945,AnnualCrop,3,AnnualCrop_2514.jpg
11441,SeaLake,4,SeaLake_209.jpg
17150,Industrial,7,Industrial_926.jpg
18648,Industrial,7,Industrial_2494.jpg
889,Forest,0,Forest_2395.jpg
18173,Industrial,7,Industrial_822.jpg
6174,Highway,2,Highway_1131.jpg
16117,HerbaceousVegetation,5,HerbaceousVegetation_76.jpg
15703,HerbaceousVegetation,5,HerbaceousVegetation_1849.jpg
13553,SeaLake,4,SeaLake_2050.jpg
11833,SeaLake,4,SeaLake_1041.jpg
25735,Pasture,10,Pasture_97.jpg
26959,Pasture,10,Pasture_1800.jpg
25459,Pasture,10,Pasture_514.jpg
11699,SeaLake,4,SeaLake_2261.jpg
10558,AnnualCrop,3,AnnualCrop_1806.jpg
15340,HerbaceousVegetation,5,HerbaceousVegetation_1073.jpg
21780,Residential,8,Residential_1028.jpg
9016,AnnualCrop,3,AnnualCrop_2034.jpg
26707,Pasture,10,Pasture_1147.jpg
17135,Industrial,7,Industrial_717.jpg
26189,Pasture,10,Pasture_791.jpg
1786,Forest,0,Forest_1324.jpg
4318,River,1,River_1164.jpg
10572,AnnualCrop,3,AnnualCrop_2314.jpg
1183,Forest,0,Forest_593.jpg
11023,SeaLake,4,SeaLake_1354.jpg
6968,Highway,2,Highway_2368.jpg
23281,PermanentCrop,9,PermanentCrop_577.jpg
9477,AnnualCrop,3,AnnualCrop_1495.jpg
6346,Highway,2,Highway_2163.jpg
5325,River,1,River_2390.jpg
24600,PermanentCrop,9,PermanentCrop_454.jpg
16798,HerbaceousVegetation,5,HerbaceousVegetation_1423.jpg
21519,Residential,8,Residential_983.jpg
17474,Industrial,7,Industrial_288.jpg
20552,Residential,8,Residential_2428.jpg
5565,Highway,2,Highway_962.jpg
14865,HerbaceousVegetation,5,HerbaceousVegetation_1739.jpg
21844,Residential,8,Residential_1835.jpg
11291,SeaLake,4,SeaLake_782.jpg
9186,AnnualCrop,3,AnnualCrop_714.jpg
4291,River,1,River_1357.jpg
5746,Highway,2,Highway_753.jpg
22503,PermanentCrop,9,PermanentCrop_2488.jpg
10816,AnnualCrop,3,AnnualCrop_2878.jpg
12755,SeaLake,4,SeaLake_448.jpg
12870,SeaLake,4,SeaLake_2351.jpg
22129,Residential,8,Residential_661.jpg
13478,SeaLake,4,SeaLake_1835.jpg
6777,Highway,2,Highway_1653.jpg
17243,Industrial,7,Industrial_1643.jpg
11903,SeaLake,4,SeaLake_1068.jpg
17280,Industrial,7,Industrial_2028.jpg
17136,Industrial,7,Industrial_1913.jpg
8555,AnnualCrop,3,AnnualCrop_199.jpg
1998,Forest,0,Forest_1446.jpg
1700,Forest,0,Forest_833.jpg
2385,Forest,0,Forest_930.jpg
10034,AnnualCrop,3,AnnualCrop_2614.jpg
9208,AnnualCrop,3,AnnualCrop_2025.jpg
2720,Forest,0,Forest_738.jpg
12263,SeaLake,4,SeaLake_1522.jpg
5237,River,1,River_538.jpg
1,Forest,0,Forest_2917.jpg
23651,PermanentCrop,9,PermanentCrop_1904.jpg
21496,Residential,8,Residential_1886.jpg
8907,AnnualCrop,3,AnnualCrop_854.jpg
8165,AnnualCrop,3,AnnualCrop_638.jpg
4832,River,1,River_612.jpg
735,Forest,0,Forest_874.jpg
20655,Residential,8,Residential_1939.jpg
23481,PermanentCrop,9,PermanentCrop_374.jpg
25297,Pasture,10,Pasture_311.jpg
26391,Pasture,10,Pasture_1889.jpg
23842,PermanentCrop,9,PermanentCrop_34.jpg
7656,Highway,2,Highway_1401.jpg
6258,Highway,2,Highway_2001.jpg
24364,PermanentCrop,9,PermanentCrop_1605.jpg
15680,HerbaceousVegetation,5,HerbaceousVegetation_2818.jpg
18036,Industrial,7,Industrial_1355.jpg
4329,River,1,River_1819.jpg
19528,Residential,8,Residential_2528.jpg
24325,PermanentCrop,9,PermanentCrop_2431.jpg
26607,Pasture,10,Pasture_1568.jpg
19794,Residential,8,Residential_913.jpg
15861,HerbaceousVegetation,5,HerbaceousVegetation_518.jpg
19015,Industrial,7,Industrial_1259.jpg
9840,AnnualCrop,3,AnnualCrop_2617.jpg
7103,Highway,2,Highway_1102.jpg
13921,SeaLake,4,SeaLake_1211.jpg
5671,Highway,2,Highway_154.jpg
1901,Forest,0,Forest_820.jpg
2984,Forest,0,Forest_1208.jpg
22907,PermanentCrop,9,PermanentCrop_100.jpg
124,Forest,0,Forest_2309.jpg
26510,Pasture,10,Pasture_1780.jpg
25209,Pasture,10,Pasture_1953.jpg
23851,PermanentCrop,9,PermanentCrop_1101.jpg
14331,HerbaceousVegetation,5,HerbaceousVegetation_984.jpg
19427,Industrial,7,Industrial_653.jpg
8182,AnnualCrop,3,AnnualCrop_1367.jpg
26869,Pasture,10,Pasture_1578.jpg
19182,Industrial,7,Industrial_735.jpg
3397,River,1,River_1280.jpg
6011,Highway,2,Highway_1382.jpg
19261,Industrial,7,Industrial_1666.jpg
9142,AnnualCrop,3,AnnualCrop_2385.jpg
22896,PermanentCrop,9,PermanentCrop_1757.jpg
24538,PermanentCrop,9,PermanentCrop_737.jpg
23582,PermanentCrop,9,PermanentCrop_1497.jpg
7490,Highway,2,Highway_201.jpg
5230,River,1,River_2408.jpg
2940,Forest,0,Forest_1618.jpg
12444,SeaLake,4,SeaLake_903.jpg
11127,SeaLake,4,SeaLake_1779.jpg
5474,River,1,River_1671.jpg
17464,Industrial,7,Industrial_713.jpg
6473,Highway,2,Highway_867.jpg
18550,Industrial,7,Industrial_1749.jpg
6421,Highway,2,Highway_1292.jpg
9340,AnnualCrop,3,AnnualCrop_2594.jpg
19356,Industrial,7,Industrial_2218.jpg
5227,River,1,River_1897.jpg
18772,Industrial,7,Industrial_59.jpg
1083,Forest,0,Forest_583.jpg
25892,Pasture,10,Pasture_365.jpg
17821,Industrial,7,Industrial_825.jpg
2646,Forest,0,Forest_2703.jpg
342,Forest,0,Forest_2295.jpg
9740,AnnualCrop,3,AnnualCrop_718.jpg
23110,PermanentCrop,9,PermanentCrop_1807.jpg
21915,Residential,8,Residential_448.jpg
13960,SeaLake,4,SeaLake_2334.jpg
5316,River,1,River_1048.jpg
6323,Highway,2,Highway_889.jpg
15847,HerbaceousVegetation,5,HerbaceousVegetation_1337.jpg
2326,Forest,0,Forest_1634.jpg
21399,Residential,8,Residential_2597.jpg
22577,PermanentCrop,9,PermanentCrop_2258.jpg
18738,Industrial,7,Industrial_989.jpg
8230,AnnualCrop,3,AnnualCrop_1198.jpg
9729,AnnualCrop,3,AnnualCrop_2014.jpg
15111,HerbaceousVegetation,5,HerbaceousVegetation_1448.jpg
6679,Highway,2,Highway_290.jpg
9621,AnnualCrop,3,AnnualCrop_120.jpg
10752,AnnualCrop,3,AnnualCrop_57.jpg
11792,SeaLake,4,SeaLake_1860.jpg
11959,SeaLake,4,SeaLake_1487.jpg
8572,AnnualCrop,3,AnnualCrop_166.jpg
12841,SeaLake,4,SeaLake_1076.jpg
11513,SeaLake,4,SeaLake_591.jpg
10409,AnnualCrop,3,AnnualCrop_2129.jpg
26723,Pasture,10,Pasture_731.jpg
5727,Highway,2,Highway_1780.jpg
1812,Forest,0,Forest_1331.jpg
7578,Highway,2,Highway_2082.jpg
21501,Residential,8,Residential_1892.jpg
25622,Pasture,10,Pasture_79.jpg
13911,SeaLake,4,SeaLake_2056.jpg
20299,Residential,8,Residential_2946.jpg
1682,Forest,0,Forest_614.jpg
19948,Residential,8,Residential_1423.jpg
11612,SeaLake,4,SeaLake_418.jpg
25824,Pasture,10,Pasture_206.jpg
14229,HerbaceousVegetation,5,HerbaceousVegetation_952.jpg
4968,River,1,River_1932.jpg
24904,PermanentCrop,9,PermanentCrop_2282.jpg
24260,PermanentCrop,9,PermanentCrop_424.jpg
6883,Highway,2,Highway_909.jpg
10663,AnnualCrop,3,AnnualCrop_2270.jpg
3999,River,1,River_2489.jpg
1465,Forest,0,Forest_585.jpg
19495,Industrial,7,Industrial_914.jpg
9686,AnnualCrop,3,AnnualCrop_1858.jpg
8900,AnnualCrop,3,AnnualCrop_115.jpg
24060,PermanentCrop,9,PermanentCrop_1489.jpg
7350,Highway,2,Highway_75.jpg
2414,Forest,0,Forest_2274.jpg
18200,Industrial,7,Industrial_45.jpg
12833,SeaLake,4,SeaLake_717.jpg
17637,Industrial,7,Industrial_563.jpg
26743,Pasture,10,Pasture_1209.jpg
818,Forest,0,Forest_2800.jpg
11389,SeaLake,4,SeaLake_625.jpg
23323,PermanentCrop,9,PermanentCrop_1526.jpg
3913,River,1,River_1769.jpg
20918,Residential,8,Residential_2162.jpg
5884,Highway,2,Highway_2065.jpg
21854,Residential,8,Residential_2469.jpg
22359,Residential,8,Residential_1549.jpg
4470,River,1,River_2308.jpg
4511,River,1,River_1946.jpg
22845,PermanentCrop,9,PermanentCrop_2101.jpg
13068,SeaLake,4,SeaLake_699.jpg
9622,AnnualCrop,3,AnnualCrop_2189.jpg
399,Forest,0,Forest_1954.jpg
18285,Industrial,7,Industrial_2134.jpg
9890,AnnualCrop,3,AnnualCrop_2207.jpg
2932,Forest,0,Forest_909.jpg
14919,HerbaceousVegetation,5,HerbaceousVegetation_2636.jpg
19294,Industrial,7,Industrial_2434.jpg
600,Forest,0,Forest_336.jpg
13158,SeaLake,4,SeaLake_1059.jpg
86,Forest,0,Forest_2122.jpg
24906,PermanentCrop,9,PermanentCrop_1760.jpg
19526,Residential,8,Residential_1747.jpg
24092,PermanentCrop,9,PermanentCrop_382.jpg
23331,PermanentCrop,9,PermanentCrop_371.jpg
19621,Residential,8,Residential_2139.jpg
25195,Pasture,10,Pasture_1833.jpg
8309,AnnualCrop,3,AnnualCrop_217.jpg
4860,River,1,River_439.jpg
7376,Highway,2,Highway_1100.jpg
18650,Industrial,7,Industrial_633.jpg
23666,PermanentCrop,9,PermanentCrop_2028.jpg
15216,HerbaceousVegetation,5,HerbaceousVegetation_1515.jpg
23683,PermanentCrop,9,PermanentCrop_1455.jpg
12105,SeaLake,4,SeaLake_1902.jpg
20765,Residential,8,Residential_1657.jpg
21778,Residential,8,Residential_139.jpg
17449,Industrial,7,Industrial_1068.jpg
26041,Pasture,10,Pasture_1655.jpg
19222,Industrial,7,Industrial_241.jpg
25307,Pasture,10,Pasture_852.jpg
24585,PermanentCrop,9,PermanentCrop_1772.jpg
6649,Highway,2,Highway_643.jpg
18863,Industrial,7,Industrial_1217.jpg
19186,Industrial,7,Industrial_1919.jpg
23368,PermanentCrop,9,PermanentCrop_1269.jpg
6588,Highway,2,Highway_457.jpg
14798,HerbaceousVegetation,5,HerbaceousVegetation_846.jpg
3094,River,1,River_1523.jpg
22730,PermanentCrop,9,PermanentCrop_1020.jpg
12458,SeaLake,4,SeaLake_2982.jpg
7807,Highway,2,Highway_2079.jpg
6319,Highway,2,Highway_1683.jpg
8564,AnnualCrop,3,AnnualCrop_2859.jpg
21545,Residential,8,Residential_2753.jpg
12393,SeaLake,4,SeaLake_255.jpg
12003,SeaLake,4,SeaLake_1888.jpg
6147,Highway,2,Highway_806.jpg
11422,SeaLake,4,SeaLake_2459.jpg
21567,Residential,8,Residential_1058.jpg
11530,SeaLake,4,SeaLake_1179.jpg
4482,River,1,River_576.jpg
10912,AnnualCrop,3,AnnualCrop_797.jpg
26036,Pasture,10,Pasture_1669.jpg
7422,Highway,2,Highway_348.jpg
5527,Highway,2,Highway_1393.jpg
26162,Pasture,10,Pasture_801.jpg
19119,Industrial,7,Industrial_127.jpg
13434,SeaLake,4,SeaLake_2669.jpg
8242,AnnualCrop,3,AnnualCrop_1991.jpg
26628,Pasture,10,Pasture_1595.jpg
708,Forest,0,Forest_445.jpg
9921,AnnualCrop,3,AnnualCrop_2987.jpg
10436,AnnualCrop,3,AnnualCrop_2856.jpg
18687,Industrial,7,Industrial_551.jpg
2272,Forest,0,Forest_1280.jpg
11824,SeaLake,4,SeaLake_2206.jpg
21682,Residential,8,Residential_2432.jpg
15830,HerbaceousVegetation,5,HerbaceousVegetation_722.jpg
5976,Highway,2,Highway_1633.jpg
6763,Highway,2,Highway_483.jpg
3668,River,1,River_232.jpg
3622,River,1,River_1491.jpg
9287,AnnualCrop,3,AnnualCrop_844.jpg
271,Forest,0,Forest_2653.jpg
4317,River,1,River_1170.jpg
14577,HerbaceousVegetation,5,HerbaceousVegetation_773.jpg
161,Forest,0,Forest_656.jpg
20451,Residential,8,Residential_1094.jpg
18107,Industrial,7,Industrial_1545.jpg
8083,AnnualCrop,3,AnnualCrop_2914.jpg
8017,AnnualCrop,3,AnnualCrop_2874.jpg
24226,PermanentCrop,9,PermanentCrop_2154.jpg
1030,Forest,0,Forest_2156.jpg
2332,Forest,0,Forest_2301.jpg
9773,AnnualCrop,3,AnnualCrop_533.jpg
6969,Highway,2,Highway_658.jpg
1348,Forest,0,Forest_382.jpg
12783,SeaLake,4,SeaLake_272.jpg
2737,Forest,0,Forest_711.jpg
18865,Industrial,7,Industrial_1559.jpg
22083,Residential,8,Residential_517.jpg
21740,Residential,8,Residential_348.jpg
6546,Highway,2,Highway_1719.jpg
12366,SeaLake,4,SeaLake_1468.jpg
6121,Highway,2,Highway_392.jpg
13264,SeaLake,4,SeaLake_2182.jpg
1117,Forest,0,Forest_636.jpg
9917,AnnualCrop,3,AnnualCrop_1518.jpg
8418,AnnualCrop,3,AnnualCrop_2523.jpg
8880,AnnualCrop,3,AnnualCrop_1648.jpg
16670,HerbaceousVegetation,5,HerbaceousVegetation_619.jpg
6616,Highway,2,Highway_2359.jpg
9642,AnnualCrop,3,AnnualCrop_2638.jpg
10561,AnnualCrop,3,AnnualCrop_430.jpg
25072,Pasture,10,Pasture_24.jpg
16065,HerbaceousVegetation,5,HerbaceousVegetation_2163.jpg
19490,Industrial,7,Industrial_1062.jpg
8249,AnnualCrop,3,AnnualCrop_564.jpg
2987,Forest,0,Forest_2073.jpg
2487,Forest,0,Forest_2538.jpg
11809,SeaLake,4,SeaLake_2428.jpg
5924,Highway,2,Highway_965.jpg
6188,Highway,2,Highway_336.jpg
26809,Pasture,10,Pasture_324.jpg
9935,AnnualCrop,3,AnnualCrop_720.jpg
18889,Industrial,7,Industrial_1029.jpg
23751,PermanentCrop,9,PermanentCrop_2151.jpg
22111,Residential,8,Residential_1002.jpg
24606,PermanentCrop,9,PermanentCrop_483.jpg
25275,Pasture,10,Pasture_847.jpg
25087,Pasture,10,Pasture_1617.jpg
12239,SeaLake,4,SeaLake_2016.jpg
13798,SeaLake,4,SeaLake_2135.jpg
13427,SeaLake,4,SeaLake_429.jpg
23070,PermanentCrop,9,PermanentCrop_881.jpg
844,Forest,0,Forest_2632.jpg
25844,Pasture,10,Pasture_774.jpg
1080,Forest,0,Forest_2382.jpg
20581,Residential,8,Residential_1336.jpg
26577,Pasture,10,Pasture_108.jpg
22336,Residential,8,Residential_869.jpg
4662,River,1,River_413.jpg
7931,Highway,2,Highway_2244.jpg
2586,Forest,0,Forest_1805.jpg
1867,Forest,0,Forest_1912.jpg
5902,Highway,2,Highway_2267.jpg
23524,PermanentCrop,9,PermanentCrop_2177.jpg
2833,Forest,0,Forest_2700.jpg
3028,River,1,River_2413.jpg
13592,SeaLake,4,SeaLake_1798.jpg
16228,HerbaceousVegetation,5,HerbaceousVegetation_2162.jpg
17517,Industrial,7,Industrial_101.jpg
11115,SeaLake,4,SeaLake_2927.jpg
15007,HerbaceousVegetation,5,HerbaceousVegetation_2964.jpg
9988,AnnualCrop,3,AnnualCrop_34.jpg
560,Forest,0,Forest_693.jpg
1340,Forest,0,Forest_631.jpg
13733,SeaLake,4,SeaLake_956.jpg
21281,Residential,8,Residential_1855.jpg
18300,Industrial,7,Industrial_1171.jpg
16349,HerbaceousVegetation,5,HerbaceousVegetation_1237.jpg
20822,Residential,8,Residential_197.jpg
19582,Residential,8,Residential_1182.jpg
8885,AnnualCrop,3,AnnualCrop_1660.jpg
19851,Residential,8,Residential_456.jpg
9432,AnnualCrop,3,AnnualCrop_2344.jpg
18323,Industrial,7,Industrial_153.jpg
1750,Forest,0,Forest_2215.jpg
14435,HerbaceousVegetation,5,HerbaceousVegetation_1205.jpg
23197,PermanentCrop,9,PermanentCrop_1068.jpg
9556,AnnualCrop,3,AnnualCrop_2957.jpg
13815,SeaLake,4,SeaLake_2684.jpg
17173,Industrial,7,Industrial_1508.jpg
14457,HerbaceousVegetation,5,HerbaceousVegetation_2094.jpg
4472,River,1,River_1167.jpg
18147,Industrial,7,Industrial_1155.jpg
8860,AnnualCrop,3,AnnualCrop_2235.jpg
13625,SeaLake,4,SeaLake_833.jpg
1921,Forest,0,Forest_1902.jpg
14915,HerbaceousVegetation,5,HerbaceousVegetation_1459.jpg
9291,AnnualCrop,3,AnnualCrop_2609.jpg
14734,HerbaceousVegetation,5,HerbaceousVegetation_265.jpg
14937,HerbaceousVegetation,5,HerbaceousVegetation_2434.jpg
10110,AnnualCrop,3,AnnualCrop_2990.jpg
1301,Forest,0,Forest_1275.jpg
18212,Industrial,7,Industrial_2059.jpg
2310,Forest,0,Forest_1754.jpg
680,Forest,0,Forest_2318.jpg
5777,Highway,2,Highway_592.jpg
4292,River,1,River_785.jpg
6214,Highway,2,Highway_929.jpg
13575,SeaLake,4,SeaLake_1997.jpg
10361,AnnualCrop,3,AnnualCrop_1742.jpg
14330,HerbaceousVegetation,5,HerbaceousVegetation_1605.jpg
17587,Industrial,7,Industrial_706.jpg
25346,Pasture,10,Pasture_529.jpg
25742,Pasture,10,Pasture_165.jpg
9403,AnnualCrop,3,AnnualCrop_1063.jpg
22364,Residential,8,Residential_2875.jpg
25555,Pasture,10,Pasture_943.jpg
1655,Forest,0,Forest_1865.jpg
11539,SeaLake,4,SeaLake_2458.jpg
21598,Residential,8,Residential_2590.jpg
7397,Highway,2,Highway_162.jpg
22979,PermanentCrop,9,PermanentCrop_274.jpg
17735,Industrial,7,Industrial_2060.jpg
26140,Pasture,10,Pasture_425.jpg
3519,River,1,River_491.jpg
19235,Industrial,7,Industrial_1470.jpg
25362,Pasture,10,Pasture_1015.jpg
16518,HerbaceousVegetation,5,HerbaceousVegetation_1235.jpg
11369,SeaLake,4,SeaLake_2663.jpg
8580,AnnualCrop,3,AnnualCrop_1613.jpg
15169,HerbaceousVegetation,5,HerbaceousVegetation_698.jpg
15078,HerbaceousVegetation,5,HerbaceousVegetation_1896.jpg
7373,Highway,2,Highway_1672.jpg
19913,Residential,8,Residential_2937.jpg
10771,AnnualCrop,3,AnnualCrop_2311.jpg
21251,Residential,8,Residential_1538.jpg
2554,Forest,0,Forest_36.jpg
24520,PermanentCrop,9,PermanentCrop_253.jpg
22675,PermanentCrop,9,PermanentCrop_1380.jpg
21188,Residential,8,Residential_1062.jpg
23877,PermanentCrop,9,PermanentCrop_581.jpg
24539,PermanentCrop,9,PermanentCrop_1404.jpg
15073,HerbaceousVegetation,5,HerbaceousVegetation_703.jpg
6788,Highway,2,Highway_1690.jpg
26788,Pasture,10,Pasture_1194.jpg
23501,PermanentCrop,9,PermanentCrop_1907.jpg
19097,Industrial,7,Industrial_697.jpg
5143,River,1,River_1529.jpg
13606,SeaLake,4,SeaLake_1808.jpg
16136,HerbaceousVegetation,5,HerbaceousVegetation_447.jpg
2049,Forest,0,Forest_362.jpg
11841,SeaLake,4,SeaLake_2945.jpg
25581,Pasture,10,Pasture_1266.jpg
14018,HerbaceousVegetation,5,HerbaceousVegetation_2859.jpg
21788,Residential,8,Residential_2535.jpg
286,Forest,0,Forest_17.jpg
15543,HerbaceousVegetation,5,HerbaceousVegetation_1094.jpg
19089,Industrial,7,Industrial_2197.jpg
19487,Industrial,7,Industrial_1089.jpg
19441,Industrial,7,Industrial_1102.jpg
13823,SeaLake,4,SeaLake_607.jpg
26159,Pasture,10,Pasture_430.jpg
1347,Forest,0,Forest_1277.jpg
3904,River,1,River_82.jpg
13408,SeaLake,4,SeaLake_2286.jpg
24729,PermanentCrop,9,PermanentCrop_652.jpg
10621,AnnualCrop,3,AnnualCrop_193.jpg
22786,PermanentCrop,9,PermanentCrop_1632.jpg
23346,PermanentCrop,9,PermanentCrop_1731.jpg
3364,River,1,River_1040.jpg
14106,HerbaceousVegetation,5,HerbaceousVegetation_401.jpg
1755,Forest,0,Forest_1867.jpg
613,Forest,0,Forest_1823.jpg
20189,Residential,8,Residential_1186.jpg
1567,Forest,0,Forest_2389.jpg
11923,SeaLake,4,SeaLake_1108.jpg
12303,SeaLake,4,SeaLake_2349.jpg
7106,Highway,2,Highway_113.jpg
1468,Forest,0,Forest_2390.jpg
14574,HerbaceousVegetation,5,HerbaceousVegetation_767.jpg
10137,AnnualCrop,3,AnnualCrop_1268.jpg
583,Forest,0,Forest_1214.jpg
25074,Pasture,10,Pasture_854.jpg
615,Forest,0,Forest_2494.jpg
5572,Highway,2,Highway_2275.jpg
4355,River,1,River_89.jpg
8824,AnnualCrop,3,AnnualCrop_2793.jpg
19598,Residential,8,Residential_1632.jpg
3569,River,1,River_862.jpg
23699,PermanentCrop,9,PermanentCrop_216.jpg
19086,Industrial,7,Industrial_456.jpg
576,Forest,0,Forest_1228.jpg
12736,SeaLake,4,SeaLake_104.jpg
22368,Residential,8,Residential_504.jpg
25717,Pasture,10,Pasture_993.jpg
16103,HerbaceousVegetation,5,HerbaceousVegetation_889.jpg
12555,SeaLake,4,SeaLake_1458.jpg
15184,HerbaceousVegetation,5,HerbaceousVegetation_1514.jpg
25971,Pasture,10,Pasture_787.jpg
3900,River,1,River_185.jpg
3201,River,1,River_23.jpg
26956,Pasture,10,Pasture_1814.jpg
2556,Forest,0,Forest_1352.jpg
23709,PermanentCrop,9,PermanentCrop_1864.jpg
25517,Pasture,10,Pasture_375.jpg
16757,HerbaceousVegetation,5,HerbaceousVegetation_2248.jpg
25159,Pasture,10,Pasture_6.jpg
24866,PermanentCrop,9,PermanentCrop_1370.jpg
1376,Forest,0,Forest_1698.jpg
238,Forest,0,Forest_2486.jpg
19231,Industrial,7,Industrial_1458.jpg
23934,PermanentCrop,9,PermanentCrop_1936.jpg
12729,SeaLake,4,SeaLake_138.jpg
7613,Highway,2,Highway_1010.jpg
17893,Industrial,7,Industrial_1218.jpg
13602,SeaLake,4,SeaLake_2326.jpg
24736,PermanentCrop,9,PermanentCrop_1788.jpg
25418,Pasture,10,Pasture_879.jpg
3361,River,1,River_1054.jpg
15518,HerbaceousVegetation,5,HerbaceousVegetation_1692.jpg
14292,HerbaceousVegetation,5,HerbaceousVegetation_370.jpg
4607,River,1,River_956.jpg
20005,Residential,8,Residential_1422.jpg
17209,Industrial,7,Industrial_2377.jpg
1471,Forest,0,Forest_591.jpg
17912,Industrial,7,Industrial_950.jpg
17863,Industrial,7,Industrial_1152.jpg
19634,Residential,8,Residential_509.jpg
22489,Residential,8,Residential_101.jpg
660,Forest,0,Forest_727.jpg
14773,HerbaceousVegetation,5,HerbaceousVegetation_113.jpg
12940,SeaLake,4,SeaLake_1853.jpg
3376,River,1,River_860.jpg
25020,Pasture,10,Pasture_909.jpg
16435,HerbaceousVegetation,5,HerbaceousVegetation_230.jpg
15000,HerbaceousVegetation,5,HerbaceousVegetation_448.jpg
8274,AnnualCrop,3,AnnualCrop_1588.jpg
17238,Industrial,7,Industrial_2376.jpg
25621,Pasture,10,Pasture_1886.jpg
7411,Highway,2,Highway_1615.jpg
13445,SeaLake,4,SeaLake_617.jpg
25737,Pasture,10,Pasture_1883.jpg
17923,Industrial,7,Industrial_968.jpg
25502,Pasture,10,Pasture_1891.jpg
18205,Industrial,7,Industrial_567.jpg
23754,PermanentCrop,9,PermanentCrop_1316.jpg
12961,SeaLake,4,SeaLake_2590.jpg
13758,SeaLake,4,SeaLake_2257.jpg
13640,SeaLake,4,SeaLake_162.jpg
7989,Highway,2,Highway_628.jpg
8542,AnnualCrop,3,AnnualCrop_1407.jpg
11625,SeaLake,4,SeaLake_2300.jpg
16149,HerbaceousVegetation,5,HerbaceousVegetation_2957.jpg
23158,PermanentCrop,9,PermanentCrop_825.jpg
7052,Highway,2,Highway_1338.jpg
19172,Industrial,7,Industrial_1528.jpg
13634,SeaLake,4,SeaLake_628.jpg
18184,Industrial,7,Industrial_413.jpg
1984,Forest,0,Forest_2628.jpg
20116,Residential,8,Residential_1540.jpg
26364,Pasture,10,Pasture_580.jpg
26953,Pasture,10,Pasture_1182.jpg
14278,HerbaceousVegetation,5,HerbaceousVegetation_2913.jpg
181,Forest,0,Forest_2902.jpg
5758,Highway,2,Highway_790.jpg
18160,Industrial,7,Industrial_639.jpg
21247,Residential,8,Residential_2970.jpg
20380,Residential,8,Residential_1686.jpg
